sex,gpa,physics,math,art,analytic,construct,electric,mechanic,specialty
1,98.6,94,90,0,1,1,1,0,A
1,92.6,88,80,0,1,0,1,0,F
1,89.6,85,83,1,1,1,0,0,G
0,95.6,91,91,1,1,1,0,0,G
0,97.6,93,95,1,1,1,0,0,G
1,94.5,90,82,1,1,1,0,0,C
1,94.5,99,92,1,1,1,0,0,C
0,94.5,99,92,1,1,1,0,0,C
1,97.5,93,88,0,1,0,1,0,F
0,86.4,82,90,0,1,1,1,0,A
0,96.4,92,83,0,1,1,1,0,A
1,92.6,97,97,1,1,1,0,0,C
0,86.6,91,70,0,1,0,0,0,D
1,91.6,96,84,0,0,1,0,1,E
1,89.4,85,85,1,1,1,0,0,G
1,94.3,90,96,0,1,1,1,0,A
1,96.3,92,92,0,0,1,1,1,B
0,94.3,90,83,0,0,1,0,1,E
1,96.3,92,86,0,0,1,0,1,E
1,90.2,86,81,0,1,1,1,0,A
1,94.8,99,90,0,1,1,1,0,A
1,92.2,88,83,0,0,1,1,1,B
1,86.8,91,67,1,1,1,0,0,C
1,92.2,88,94,1,1,1,0,0,C
1,93.8,98,92,1,1,1,0,0,C
1,95.2,91,85,1,1,1,0,0,C
1,88.8,93,75,0,1,0,1,0,F
1,94.2,90,91,1,1,1,0,0,G
0,91.9,96,80,0,1,1,1,0,A
1,93.9,98,91,0,1,1,1,0,A
1,94.9,99,95,0,1,1,1,0,A
1,87.9,92,75,1,1,1,0,0,C
1,88.1,84,86,1,1,1,0,0,C
1,91.9,96,86,1,1,1,0,0,C
1,89.1,85,80,0,0,1,0,1,E
1,85.1,81,82,0,1,0,1,0,F
0,92.9,97,83,1,1,1,0,0,G
0,94.1,90,81,1,1,1,0,0,G
0,96.1,92,93,1,1,1,0,0,G
0,98.1,94,94,1,1,1,0,0,G
1,88,84,84,0,1,1,1,0,A
1,92,88,75,0,1,1,1,0,A
1,95,99,98,0,1,1,1,0,A
1,88,92,92,1,1,1,0,0,C
1,94,90,87,1,1,1,0,0,C
0,76,80,60,0,1,0,0,0,D
0,76,72,76,0,1,0,0,0,D
1,94,90,92,0,1,0,0,0,D
0,83.9,80,73,0,1,1,1,0,A
1,95.1,99,95,0,1,1,1,0,A
0,96.9,93,92,0,1,1,1,0,A
1,97.9,94,87,0,1,1,1,0,A
1,91.9,88,85,1,1,1,0,0,C
1,93.9,90,76,1,1,1,0,0,C
1,93.9,90,87,1,1,1,0,0,C
0,94.9,91,99,1,1,1,0,0,C
1,97.9,94,99,1,1,1,0,0,C
1,81.1,85,92,0,1,0,1,0,F
0,94.9,91,82,0,1,0,1,0,F
0,80.1,84,70,1,1,1,0,0,G
0,91.9,88,84,1,1,1,0,0,G
1,94.2,98,97,0,1,1,1,0,A
1,91.2,95,86,1,1,1,0,0,C
1,97.8,94,91,1,1,1,0,0,C
0,95.8,92,90,1,1,1,0,0,G
0,95.8,92,96,1,1,1,0,0,G
1,93.7,90,83,0,1,1,1,0,A
0,97.7,94,99,0,1,1,1,0,A
1,95.3,99,94,1,1,1,0,0,C
0,95.3,99,95,1,1,1,0,0,C
1,95.7,92,94,1,1,1,0,0,C
1,95.7,92,88,1,1,1,0,0,C
1,98.7,95,87,1,1,1,0,0,C
1,94.7,91,90,0,0,1,0,1,E
1,91.7,88,75,0,1,0,1,0,F
1,88.6,85,80,0,1,1,1,0,A
0,95.4,99,91,0,1,1,1,0,A
1,95.4,99,98,0,1,1,1,0,A
0,98.6,95,95,0,1,1,1,0,A
1,94.6,91,93,1,1,1,0,0,C
1,95.4,99,93,1,1,1,0,0,C
1,95.4,99,97,1,1,1,0,0,C
1,97.6,94,96,1,1,1,0,0,C
1,78.6,75,84,0,1,0,0,0,D
1,85.6,82,76,0,1,0,1,0,F
0,87.4,91,82,0,1,0,1,0,F
1,97.6,94,93,0,1,0,1,0,F
1,97.6,94,90,0,1,0,1,0,F
1,93.5,90,91,0,0,1,1,1,B
0,81.5,78,81,0,1,0,0,0,D
0,83.5,80,66,0,1,0,0,0,D
0,91.5,95,84,0,0,1,0,1,E
0,94.5,91,80,1,1,1,0,0,G
1,91.4,88,78,0,1,1,1,0,A
0,96.4,93,91,0,1,1,1,0,A
0,97.4,94,90,0,1,1,1,0,A
1,96.4,93,98,0,0,1,1,1,B
0,94.4,91,83,1,1,1,0,0,C
1,95.6,99,98,1,1,1,0,0,C
1,93.6,97,92,0,1,0,1,0,F
1,93.3,90,80,0,0,1,1,1,B
1,93.7,97,92,0,0,1,1,1,B
1,94.3,91,80,0,0,1,1,1,B
1,94.3,91,86,0,0,1,1,1,B
0,87.7,91,80,1,1,1,0,0,C
1,93.3,90,84,1,1,1,0,0,C
1,95.3,92,92,1,1,1,0,0,C
1,95.7,99,94,1,1,1,0,0,C
0,98.3,95,96,1,1,1,0,0,C
0,93.3,90,75,0,1,0,1,0,F
1,88.7,92,82,1,1,1,0,0,G
0,91.8,95,83,0,1,1,1,0,A
1,93.8,97,80,0,1,1,1,0,A
0,94.2,91,84,0,1,1,1,0,A
1,94.2,91,91,0,1,1,1,0,A
1,96.2,93,94,0,1,1,1,0,A
1,97.2,94,99,0,1,1,1,0,A
1,90.2,87,81,1,1,1,0,0,C
1,90.2,87,82,1,1,1,0,0,C
0,77.2,74,63,0,1,0,0,0,D
0,80.2,77,70,0,1,0,0,0,D
1,84.2,81,90,0,1,0,0,0,D
1,87.9,91,85,0,1,1,1,0,A
1,91.9,95,90,0,1,1,1,0,A
1,83.1,80,76,0,0,1,1,1,B
0,91.1,88,81,1,1,1,0,0,C
0,96.1,93,97,1,1,1,0,0,C
1,78.9,82,70,0,1,0,0,0,D
1,91.9,95,91,0,1,0,1,0,F
1,83.9,87,84,1,1,1,0,0,G
0,84.1,81,80,1,1,1,0,0,G
1,93.1,90,88,1,1,1,0,0,G
0,98.1,95,87,1,1,1,0,0,G
0,97,94,85,0,1,1,1,0,A
0,99,96,90,0,1,1,1,0,A
0,96,99,93,0,0,1,1,1,B
1,85,82,96,1,1,1,0,0,C
1,93,90,85,1,1,1,0,0,C
1,96,93,83,1,1,1,0,0,C
0,98,95,85,1,1,1,0,0,C
1,82,85,75,0,1,0,0,0,D
1,83,80,86,0,0,1,0,1,E
0,96,93,92,1,1,1,0,0,G
1,94.1,97,82,0,1,1,1,0,A
1,92.9,90,88,0,0,1,1,1,B
1,96.1,99,94,0,0,1,1,1,B
1,90.9,88,85,1,1,1,0,0,C
1,93.1,96,75,1,1,1,0,0,C
1,94.9,92,99,1,1,1,0,0,C
1,95.9,93,90,1,1,1,0,0,C
1,96.1,99,99,1,1,1,0,0,C
1,96.1,99,90,1,1,1,0,0,C
1,83.9,81,74,0,0,1,0,1,E
1,85.9,83,74,0,1,0,1,0,F
1,93.8,91,86,0,1,1,1,0,A
1,96.2,99,93,0,1,1,1,0,A
1,92.8,90,87,1,1,1,0,0,C
1,96.8,94,91,1,1,1,0,0,C
1,96.8,94,95,1,1,1,0,0,C
1,89.8,87,72,0,1,0,0,0,D
1,94.8,92,88,0,0,1,0,1,E
1,83.8,81,77,0,1,0,1,0,F
1,89.8,87,84,0,1,0,1,0,F
0,93.8,91,92,1,1,1,0,0,G
1,94.8,92,99,1,1,1,0,0,G
0,95.2,98,96,1,1,1,0,0,G
0,93.7,91,90,0,1,1,1,0,A
1,95.3,98,94,0,1,1,1,0,A
0,95.7,93,94,0,1,1,1,0,A
0,96.3,99,91,0,1,1,1,0,A
1,97.7,95,99,0,0,1,1,1,B
0,93.7,91,78,1,1,1,0,0,C
1,94.3,97,99,1,1,1,0,0,C
0,84.3,87,77,0,1,0,1,0,F
1,83.6,81,75,0,1,1,1,0,A
1,96.4,99,97,0,1,1,1,0,A
0,93.6,91,80,1,1,1,0,0,C
1,95.6,93,88,1,1,1,0,0,C
1,95.6,93,88,1,1,1,0,0,C
0,95.6,93,94,1,1,1,0,0,C
1,96.4,99,93,1,1,1,0,0,C
0,96.4,99,93,1,1,1,0,0,C
1,96.6,94,84,0,0,1,0,1,E
1,86.6,84,90,0,1,0,1,0,F
0,92.4,95,97,0,1,0,1,0,F
1,94.6,92,80,0,1,0,1,0,F
0,80.4,83,90,1,1,1,0,0,G
0,96.6,94,92,1,1,1,0,0,G
0,97.6,95,90,1,1,1,0,0,G
1,94.5,92,83,0,1,1,1,0,A
0,98.5,96,94,0,1,1,1,0,A
1,97.5,95,92,1,1,1,0,0,C
1,97.5,95,94,0,1,0,1,0,F
0,93.5,96,85,1,1,1,0,0,G
1,95.4,93,90,0,1,1,1,0,A
0,95.4,93,94,0,1,1,1,0,A
0,96.6,99,92,0,1,1,1,0,A
1,87.4,85,74,0,0,1,1,1,B
1,92.4,90,80,0,0,1,1,1,B
1,93.4,91,95,1,1,1,0,0,C
1,94.4,92,93,1,1,1,0,0,C
0,95.6,98,88,1,1,1,0,0,C
1,96.4,94,98,1,1,1,0,0,C
1,90.6,93,87,0,1,0,1,0,F
1,96.4,94,86,0,1,0,1,0,F
0,87.4,85,80,1,1,1,0,0,G
1,92.3,90,99,0,1,1,1,0,A
1,96.7,99,94,0,1,1,1,0,A
1,96.7,99,99,0,1,1,1,0,A
1,92.7,95,80,1,1,1,0,0,C
1,97.3,95,99,1,1,1,0,0,C
1,97.3,95,85,0,1,0,1,0,F
1,92.7,95,87,1,1,1,0,0,G
1,93.2,91,92,0,1,1,1,0,A
1,93.2,91,80,0,1,1,1,0,A
0,98.2,96,98,0,1,1,1,0,A
1,96.8,99,99,0,0,1,1,1,B
0,96.8,99,92,1,1,1,0,0,C
0,96.8,99,93,0,1,0,1,0,F
0,92.2,90,90,1,1,1,0,0,G
0,96.8,99,97,1,1,1,0,0,G
1,92.1,90,89,0,1,1,1,0,A
1,92.1,90,89,0,1,1,1,0,A
1,97.1,95,97,0,1,1,1,0,A
0,86.1,84,92,0,0,1,1,1,B
0,87.1,85,80,1,1,1,0,0,C
1,89.9,92,80,1,1,1,0,0,C
1,91.9,94,84,1,1,1,0,0,C
1,92.1,90,86,1,1,1,0,0,C
1,93.9,96,86,1,1,1,0,0,C
0,97.1,95,95,1,1,1,0,0,C
1,88.1,86,70,0,0,1,0,1,E
1,90.1,88,74,0,1,0,1,0,F
1,96.9,99,99,0,1,0,1,0,F
1,92,94,81,1,1,1,0,0,C
1,93,91,88,1,1,1,0,0,C
1,97,99,99,0,1,0,0,0,D
1,82,80,67,0,0,1,0,1,E
1,92.1,94,89,0,1,1,1,0,A
1,97.1,99,99,0,1,1,1,0,A
0,87.9,86,95,1,1,1,0,0,C
1,91.9,90,97,1,1,1,0,0,C
0,95.1,97,87,1,1,1,0,0,C
1,90.1,92,92,0,1,0,0,0,D
1,86.9,85,92,0,0,1,0,1,E
1,88.1,90,80,0,1,0,1,0,F
1,95.9,94,95,0,1,0,1,0,F
1,88.2,90,82,0,1,1,1,0,A
1,94.8,93,92,0,1,1,1,0,A
1,97.2,99,90,0,1,1,1,0,A
1,97.2,99,93,0,1,1,1,0,A
1,97.2,99,99,0,1,1,1,0,A
1,86.8,85,75,0,0,1,1,1,B
1,97.2,99,99,0,0,1,1,1,B
1,97.2,99,95,1,1,1,0,0,C
1,94.8,93,96,0,1,0,0,0,D
1,80.2,82,70,0,0,1,0,1,E
1,83.2,85,87,0,0,1,0,1,E
1,81.2,83,84,1,1,1,0,0,G
1,91.7,90,81,0,1,1,1,0,A
1,95.7,94,99,0,1,1,1,0,A
1,91.7,90,83,1,1,1,0,0,C
1,93.3,95,95,1,1,1,0,0,C
0,97.7,96,90,1,1,1,0,0,C
1,82.7,81,90,0,1,0,0,0,D
1,85.4,87,70,0,1,1,1,0,A
1,96.4,98,92,0,1,1,1,0,A
1,97.4,99,99,0,1,1,1,0,A
1,97.4,99,97,0,1,1,1,0,A
1,86.4,88,87,0,0,1,1,1,B
1,90.4,92,84,0,0,1,1,1,B
1,91.6,90,81,1,1,1,0,0,C
1,91.6,90,82,1,1,1,0,0,C
1,91.6,90,78,1,1,1,0,0,C
0,92.4,94,83,1,1,1,0,0,C
1,94.4,96,84,1,1,1,0,0,C
1,94.6,93,86,1,1,1,0,0,C
1,95.4,97,99,1,1,1,0,0,C
1,95.6,94,85,1,1,1,0,0,C
1,97.4,99,97,1,1,1,0,0,C
0,96.4,98,85,1,1,1,0,0,G
1,93.5,95,91,0,1,1,1,0,A
1,97.5,99,95,0,0,1,1,1,B
1,95.5,97,97,1,1,1,0,0,C
1,97.5,99,99,1,1,1,0,0,C
0,90.5,92,84,0,1,0,1,0,F
0,80.5,82,76,1,1,1,0,0,G
1,90.5,92,88,1,1,1,0,0,G
0,93.5,92,76,1,1,1,0,0,G
1,88.6,90,85,0,1,1,1,0,A
1,96.6,98,90,0,1,1,1,0,A
1,97.6,99,91,0,1,1,1,0,A
0,97.6,99,92,0,1,1,1,0,A
1,97.6,99,96,0,1,1,1,0,A
1,97.6,99,92,0,1,1,1,0,A
0,98.4,97,91,0,1,1,1,0,A
1,82.4,81,65,0,0,1,1,1,B
1,92.4,91,86,0,0,1,1,1,B
0,91.6,93,81,1,1,1,0,0,C
1,93.4,92,91,1,1,1,0,0,C
1,95.6,97,99,1,1,1,0,0,C
1,95.6,97,88,1,1,1,0,0,C
1,97.6,99,99,1,1,1,0,0,C
1,82.4,81,77,0,0,1,0,1,E
1,84.4,83,65,0,1,0,1,0,F
1,85.4,84,77,0,1,0,1,0,F
1,88.6,90,80,0,1,0,1,0,F
0,97.6,99,99,1,1,1,0,0,G
1,91.3,90,86,0,1,1,1,0,A
1,96.3,95,92,0,1,1,1,0,A
1,97.7,99,87,0,1,1,1,0,A
1,93.7,95,82,1,1,1,0,0,C
1,97.3,96,99,1,1,1,0,0,C
1,83.3,82,80,0,1,0,0,0,D
0,91.7,93,74,0,0,1,0,1,E
1,92.3,91,90,0,0,1,0,1,E
1,97.7,99,99,0,0,1,0,1,E
1,93.3,92,84,0,1,0,1,0,F
1,99.3,98,96,0,1,0,1,0,F
0,83.2,82,93,0,1,1,1,0,A
1,90.8,92,71,0,1,1,1,0,A
0,99.2,98,99,0,1,1,1,0,A
0,95.8,97,92,0,0,1,1,1,B
1,95.8,97,95,1,1,1,0,0,C
1,88.8,90,93,0,1,0,1,0,F
1,96.8,98,90,0,1,0,1,0,F
1,88.8,90,74,1,1,1,0,0,G
1,91.1,90,80,0,1,1,1,0,A
0,96.1,95,94,0,1,1,1,0,A
0,99.1,98,98,0,1,1,1,0,A
0,99.1,98,97,0,1,1,1,0,A
1,91.9,93,89,0,0,1,1,1,B
0,96.9,98,99,0,0,1,1,1,B
0,91.1,90,81,1,1,1,0,0,C
0,92.9,94,74,1,1,1,0,0,C
1,94.1,93,93,1,1,1,0,0,C
1,92.9,94,94,0,1,0,0,0,D
0,95.1,94,90,0,1,0,0,0,D
0,96.1,95,87,0,1,0,0,0,D
0,96.1,95,86,1,1,1,0,0,G
1,89,90,83,0,1,1,1,0,A
1,94,95,86,0,1,1,1,0,A
1,94,93,90,0,1,1,1,0,A
1,94,93,88,0,1,1,1,0,A
0,96,95,95,0,1,1,1,0,A
0,99,98,93,0,1,1,1,0,A
1,91,92,84,1,1,1,0,0,C
1,76,75,60,0,1,0,0,0,D
1,81,80,82,0,1,0,0,0,D
0,86,85,70,0,0,1,0,1,E
0,94,93,90,0,1,0,1,0,F
1,97,96,87,1,1,1,0,0,G
1,95.1,96,93,0,1,1,1,0,A
1,95.1,96,92,0,1,1,1,0,A
1,96.1,97,99,0,1,1,1,0,A
1,98.1,99,96,0,1,1,1,0,A
0,98.1,99,97,0,1,1,1,0,A
0,98.9,98,96,0,1,1,1,0,A
1,98.1,99,93,0,0,1,1,1,B
1,96.1,97,86,1,1,1,0,0,C
1,98.1,99,93,1,1,1,0,0,C
1,75.9,75,67,0,1,0,0,0,D
1,79.1,80,76,0,1,0,0,0,D
0,81.9,81,76,0,1,0,0,0,D
1,85.1,86,83,0,1,0,0,0,D
1,98.1,99,99,0,1,0,0,0,D
1,94.9,94,82,0,0,1,0,1,E
1,95.9,95,92,0,0,1,0,1,E
1,96.9,96,91,0,1,0,1,0,F
1,98.1,99,99,0,1,0,1,0,F
0,94.2,95,85,0,1,1,1,0,A
0,98.2,99,99,0,1,1,1,0,A
1,98.8,98,94,0,1,1,1,0,A
0,90.8,90,72,1,1,1,0,0,C
0,90.8,90,80,1,1,1,0,0,C
1,91.8,91,99,1,1,1,0,0,C
1,80.8,80,66,0,1,0,0,0,D
0,98.2,99,91,0,0,1,0,1,E
1,97.7,97,93,0,1,1,1,0,A
1,98.3,99,99,0,1,1,1,0,A
0,98.7,98,87,0,0,1,1,1,B
1,90.7,90,71,1,1,1,0,0,C
1,94.3,95,80,1,1,1,0,0,C
1,95.7,95,87,1,1,1,0,0,C
1,97.3,98,90,1,1,1,0,0,C
0,85.3,86,66,0,1,0,0,0,D
1,98.3,99,99,0,1,0,1,0,F
1,93.6,93,96,0,1,1,1,0,A
1,97.6,97,96,0,1,1,1,0,A
0,98.4,99,99,0,1,1,1,0,A
1,95.4,96,86,1,1,1,0,0,C
1,98.4,99,99,1,1,1,0,0,C
1,90.4,91,83,0,0,1,0,1,E
1,91.6,91,80,0,0,1,0,1,E
1,94.4,95,88,0,1,0,1,0,F
0,98.4,99,99,0,1,0,1,0,F
0,94.6,94,90,1,1,1,0,0,G
1,94.5,95,86,0,1,1,1,0,A
0,92.5,92,83,1,1,1,0,0,C
0,96.5,96,97,1,1,1,0,0,C
0,98.5,99,93,1,1,1,0,0,C
0,84.5,84,72,0,1,0,0,0,D
1,90.5,91,82,0,1,0,0,0,D
1,96.5,97,85,0,1,0,1,0,F
0,90.4,90,88,0,1,1,1,0,A
0,94.6,95,84,0,1,1,1,0,A
1,98.6,99,90,0,1,1,1,0,A
1,99.4,99,99,0,1,1,1,0,A
1,99.4,99,96,0,0,1,1,1,B
1,94.4,94,85,1,1,1,0,0,C
1,96.4,96,99,1,1,1,0,0,C
1,97.6,98,99,1,1,1,0,0,C
1,99.4,99,99,1,1,1,0,0,C
1,91.6,92,91,0,1,0,0,0,D
1,90.4,90,80,0,1,0,1,0,F
0,95.4,95,98,1,1,1,0,0,G
1,98.6,99,99,1,1,1,0,0,G
1,95.3,95,90,0,1,1,1,0,A
1,99.3,99,97,0,1,1,1,0,A
1,99.3,99,98,0,1,1,1,0,A
1,90.7,91,82,0,0,1,1,1,B
1,95.7,96,88,1,1,1,0,0,C
1,95.7,96,97,1,1,1,0,0,C
0,97.7,98,96,1,1,1,0,0,C
1,98.7,99,93,1,1,1,0,0,C
0,98.7,99,99,1,1,1,0,0,C
1,81.3,81,73,0,1,0,0,0,D
0,96.7,97,93,0,1,0,0,0,D
1,90.7,91,90,0,1,0,1,0,F
1,91.7,92,85,0,1,0,1,0,F
1,91.7,92,94,0,1,0,1,0,F
1,94.7,95,95,0,1,0,1,0,F
1,96.3,96,90,0,1,0,1,0,F
0,95.3,95,81,1,1,1,0,0,G
1,89.8,90,79,0,1,1,1,0,A
1,89.8,90,76,0,1,1,1,0,A
0,98.8,99,99,0,1,1,1,0,A
0,99.2,99,99,0,1,1,1,0,A
1,87.2,87,87,1,1,1,0,0,C
1,93.2,93,96,1,1,1,0,0,C
1,93.8,94,86,1,1,1,0,0,C
1,94.8,95,82,1,1,1,0,0,C
0,95.2,95,91,1,1,1,0,0,C
1,76.2,76,67,0,1,0,0,0,D
1,94.8,95,84,1,1,1,0,0,G
1,96.8,97,84,1,1,1,0,0,G
0,98.9,99,92,0,1,1,1,0,A
1,98.9,99,99,0,1,1,1,0,A
0,98.9,99,99,0,1,1,1,0,A
0,99.1,99,99,0,1,1,1,0,A
1,99.1,99,99,0,1,1,1,0,A
1,91.1,91,91,0,0,1,1,1,B
1,98.1,98,93,0,0,1,1,1,B
1,89.9,90,76,1,1,1,0,0,C
0,93.9,94,76,1,1,1,0,0,C
0,96.1,96,90,1,1,1,0,0,C
0,98.9,99,98,1,1,1,0,0,C
1,98.9,99,98,1,1,1,0,0,C
1,77.1,77,62,0,1,0,0,0,D
1,89.9,90,80,0,1,0,0,0,D
1,89.9,90,91,0,1,0,0,0,D
1,92.9,93,90,0,1,0,0,0,D
1,98.1,98,97,0,0,1,0,1,E
1,85.9,86,83,0,1,0,1,0,F
0,97.1,97,97,0,1,0,1,0,F
0,91.9,92,76,1,1,1,0,0,G
0,98.9,99,96,1,1,1,0,0,G
0,99.1,99,95,1,1,1,0,0,G
0,97,97,91,0,1,1,1,0,A
1,95,95,96,1,1,1,0,0,C
1,99,99,99,1,1,1,0,0,C
1,94,94,90,0,0,1,0,1,E
1,98,98,97,0,0,1,0,1,E
0,95,95,94,1,1,1,0,0,G
1,97,97,96,1,1,1,0,0,G
